河源有线,#genre#
河南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.74:11111
辽宁卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.91:11111
辽宁卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.92:11111
湖南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.97:11111
湖南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.98:11111
北京卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.99:11111
北京卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.100:11111
重庆卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.101:11111
重庆卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.102:11111
广州竞赛,http://qjrhc.jydjd.top:2911/udp/224.1.100.105:11111
广州竞赛,http://qjrhc.jydjd.top:2911/udp/224.1.100.106:11111
广西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.110:11111
广西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.111:11111
金鹰卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.113:11111
卡酷少儿,http://qjrhc.jydjd.top:2911/udp/224.1.100.112:11111
金鹰卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.114:11111
纪实科教,http://qjrhc.jydjd.top:2911/udp/224.1.100.115:11111
纪实科教,http://qjrhc.jydjd.top:2911/udp/224.1.100.116:11111
茶频道,http://qjrhc.jydjd.top:2911/udp/224.1.100.117:11111
茶频道,http://qjrhc.jydjd.top:2911/udp/224.1.100.118:11111
优漫卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.119:11111
西藏卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.125:11111
青海卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.127:11111
兵团卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.128:11111
劲爆体育,http://qjrhc.jydjd.top:2911/udp/224.1.100.129:11111
劲爆体育,http://qjrhc.jydjd.top:2911/udp/224.1.100.130:11111
魅力足球,http://qjrhc.jydjd.top:2911/udp/224.1.100.133:11111
信号,http://qjrhc.jydjd.top:2911/udp/224.1.100.136:11111
CGTN,http://qjrhc.jydjd.top:2911/udp/224.1.100.137:11111
中华美食,http://qjrhc.jydjd.top:2911/udp/224.1.100.138:11111
黑龙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.139:11111
CGTN俄语,http://qjrhc.jydjd.top:2911/udp/224.1.100.140:11111
东方财经,http://qjrhc.jydjd.top:2911/udp/224.1.100.141:11111
CGTN西语,http://qjrhc.jydjd.top:2911/udp/224.1.100.142:11111
乐游,http://qjrhc.jydjd.top:2911/udp/224.1.100.143:11111
嘉佳卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.117:11111
CGTN阿语,http://qjrhc.jydjd.top:2911/udp/224.1.100.145:11111
卡酷少儿,http://qjrhc.jydjd.top:2911/udp/224.1.100.146:11111
CGTN法语,http://qjrhc.jydjd.top:2911/udp/224.1.100.147:11111
三沙卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.148:11111
山西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.150:11111
中国天气,http://qjrhc.jydjd.top:2911/udp/224.1.100.159:11111
CCTV5,http://qjrhc.jydjd.top:2911/udp/224.1.100.193:11111
CCTV6,http://qjrhc.jydjd.top:2911/udp/224.1.100.194:11111
CCTV7,http://qjrhc.jydjd.top:2911/udp/224.1.100.195:11111

高清测试,#genre#
广东卫视高清,http://116.28.124.212:5000//rtp/239.77.1.19:5146
广东卫视高清,http://116.28.124.212:5000//rtp/239.77.1.152:5146
广东卫视高清,http://116.28.124.212:5000//rtp/239.77.0.84:5146
广东卫视超清,http://116.28.124.212:5000//rtp/239.77.0.166:5146
广东珠江高清,http://116.28.124.212:5000//rtp/239.77.0.1:5146
广东珠江超清,http://116.28.124.212:5000//rtp/239.77.0.114:5146
广东新闻高清,http://116.28.124.212:5000//rtp/239.77.0.173:5146
广东民生高清,http://116.28.124.212:5000//rtp/239.77.0.225:5146
广东体育高清,http://116.28.124.212:5000//rtp/239.77.0.112:5146
广东体育超清,http://116.28.124.212:5000//rtp/239.77.0.168:5146
经济科教高清,http://116.28.124.212:5000//rtp/239.77.0.85:5146
经济科教超清,http://116.28.124.212:5000//rtp/239.77.0.167:5146
大湾区卫视高清,http://116.28.124.212:5000//rtp/239.77.0.215:5146
广东影视高清,http://116.28.124.212:5000//rtp/239.77.0.217:5146
广东少儿高清,http://116.28.124.212:5000//rtp/239.77.0.250:5146
嘉佳卡通高清,http://116.28.124.212:5000//rtp/239.77.0.179:5146
岭南戏曲高清,http://116.28.124.212:5000//rtp/239.77.0.122:5146
现代教育高清,http://116.28.124.212:5000//rtp/239.77.0.213:5146
广州综合高清,http://116.28.124.212:5000//rtp/239.253.43.71:5146
广州新闻高清,http://116.28.124.212:5000//rtp/239.253.43.72:5146
广州影视高清,http://116.28.124.212:5000//rtp/239.253.43.73:5146
广州法治高清,http://116.28.124.212:5000//rtp/239.253.43.74:5146
深圳卫视高清,http://116.28.124.212:5000//rtp/239.77.1.3:5146
深圳卫视高清,http://116.28.124.212:5000//rtp/239.77.1.148:5146
深圳卫视高清,http://116.28.124.212:5000//rtp/239.77.0.92:5146
深圳卫视超清,http://116.28.124.212:5000//rtp/239.77.0.130:5146
深圳都市频道高清,http://116.28.124.212:5000//rtp/239.77.1.176:5146
深圳都市频道高清,http://116.28.124.212:5000//rtp/239.77.1.124:5146
深圳电视剧频道高清,http://116.28.124.212:5000//rtp/239.77.1.177:5146
深圳电视剧频道高清,http://116.28.124.212:5000//rtp/239.77.1.125:5146
深圳财经生活高清,http://116.28.124.212:5000//rtp/239.77.1.242:5146
深圳体育健康高清,http://116.28.124.212:5000//rtp/239.77.1.128:5146
深圳体育健康高清,http://116.28.124.212:5000//rtp/239.77.1.140:5146
深圳少儿频道高清,http://116.28.124.212:5000//rtp/239.77.1.244:5146
深圳宝安频道高清,http://116.28.124.212:5000//rtp/239.77.1.67:5146
深圳龙岗频道高清,http://116.28.124.212:5000//rtp/239.77.1.223:5146
深圳众创TV高清,http://116.28.124.212:5000//rtp/239.77.1.247:5146
韶关新闻综合高清,http://116.28.124.212:5000//rtp/239.77.0.117:5146
湛江新闻综合高清,http://116.28.124.212:5000//rtp/239.77.0.141:5146
湛江公共高清,http://116.28.124.212:5000//rtp/239.77.0.140:5146
揭阳综合高清,http://116.28.124.212:5000//rtp/239.77.0.229:5146
揭阳生活高清,http://116.28.124.212:5000//rtp/239.77.0.251:5146
汕尾新闻综合高清,http://116.28.124.212:5000//rtp/239.77.0.25:5146
汕尾文化生活高清,http://116.28.124.212:5000//rtp/239.77.0.187:5146
江门综合高清,http://116.28.124.212:5000//rtp/239.77.0.201:5146
江门侨乡生活高清,http://116.28.124.212:5000//rtp/239.77.0.202:5146
HZTV-1高清,http://116.28.124.212:5000//rtp/239.77.1.232:5146
HZTV-2高清,http://116.28.124.212:5000//rtp/239.77.1.233:5146
珠海-1高清,http://116.28.124.212:5000//rtp/239.77.0.155:5146
肇庆综合高清,http://116.28.124.212:5000//rtp/239.253.43.1:5146
肇庆生活服务高清,http://116.28.124.212:5000//rtp/239.253.43.2:5146
河源综合高清,http://116.28.124.212:5000//rtp/239.253.43.213:5146
河源公共高清,http://116.28.124.212:5000//rtp/239.253.43.214:5146
清远新闻综合高清,http://116.28.124.212:5000//rtp/239.253.43.33:5146
清远文旅生活高清,http://116.28.124.212:5000//rtp/239.253.43.34:5146
云浮综合高清,http://116.28.124.212:5000//rtp/239.77.0.253:5146
云浮文旅高清,http://116.28.124.212:5000//rtp/239.77.0.254:5146
茂名综合高清,http://116.28.124.212:5000//rtp/239.77.0.206:5146
茂名公共高清,http://116.28.124.212:5000//rtp/239.77.0.207:5146
汕头综合高清,http://116.28.124.212:5000//rtp/239.77.1.130:5146
汕头综合高清,http://116.28.124.212:5000//rtp/239.253.43.45:5146
汕头经济生活高清,http://116.28.124.212:5000//rtp/239.77.1.131:5146
汕头经济生活高清,http://116.28.124.212:5000//rtp/239.253.43.46:5146
汕头文旅体育高清,http://116.28.124.212:5000//rtp/239.77.1.132:5146
汕头文旅体育高清,http://116.28.124.212:5000//rtp/239.253.43.47:5146
佛山公共高清,http://116.28.124.212:5000//rtp/239.253.43.53:5146
佛山南海高清,http://116.28.124.212:5000//rtp/239.253.43.54:5146
佛山顺德高清,http://116.28.124.212:5000//rtp/239.253.43.55:5146
佛山影视高清,http://116.28.124.212:5000//rtp/239.253.43.56:5146
佛山综合高清,http://116.28.124.212:5000//rtp/239.253.43.57:5146
东莞新闻综合高清,http://116.28.124.212:5000//rtp/239.253.43.104:5146
东莞生活资讯高清,http://116.28.124.212:5000//rtp/239.253.43.105:5146
中山综合高清,http://116.28.124.212:5000//rtp/239.253.43.62:5146
香山文化高清,http://116.28.124.212:5000//rtp/239.253.43.63:5146
潮州综合高清,http://116.28.124.212:5000//rtp/239.253.43.70:5146
潮州民生高清,http://116.28.124.212:5000//rtp/239.253.43.75:5146
梅州综合高清,http://116.28.124.212:5000//rtp/239.253.43.123:5146
客家生活高清,http://116.28.124.212:5000//rtp/239.253.43.124:5146
CCTV-1高清,http://116.28.124.212:5000//rtp/239.77.1.17:5146
CCTV-1高清,http://116.28.124.212:5000//rtp/239.77.1.144:5146
CCTV-1高清,http://116.28.124.212:5000//rtp/239.77.0.119:5146
CCTV-1高清,http://116.28.124.212:5000//rtp/239.77.0.86:5146
CCTV-1超清,http://116.28.124.212:5000//rtp/239.77.0.129:5146
CCTV-2高清,http://116.28.124.212:5000//rtp/239.77.1.158:5146
CCTV-2高清 ,http://116.28.124.212:5000//rtp/239.253.43.17:5146
CCTV-2高清,http://116.28.124.212:5000//rtp/239.77.0.137:5146
CCTV-3高清,http://116.28.124.212:5000//rtp/239.77.0.169:5146
CCTV-3超清 ,http://116.28.124.212:5000//rtp/239.77.0.175:5146
CCTV-4高清,http://116.28.124.212:5000//rtp/239.77.1.163:5146
CCTV-4高清,http://116.28.124.212:5000//rtp/239.77.1.166:5146
CCTV-4高清,http://116.28.124.212:5000//rtp/239.77.0.78:5146
CCTV-5高清,http://116.28.124.212:5000//rtp/239.77.0.170:5146
CCTV-5超清 ,http://116.28.124.212:5000//rtp/239.77.0.177:5146
CCTV-5+高清,http://116.28.124.212:5000//rtp/239.77.0.87:5146
CCTV-5+高清,http://116.28.124.212:5000//rtp/239.77.1.31:5146
CCTV-6高清,http://116.28.124.212:5000//rtp/239.77.0.171:5146
CCTV-6超清 ,http://116.28.124.212:5000//rtp/239.77.0.178:5146
CCTV-7高清,http://116.28.124.212:5000//rtp/239.77.1.159:5146
CCTV-7高清 ,http://116.28.124.212:5000//rtp/239.77.1.167:5146
CCTV-7高清,http://116.28.124.212:5000//rtp/239.77.0.138:5146
CCTV-8高清,http://116.28.124.212:5000//rtp/239.77.0.172:5146
CCTV-8超清 ,http://116.28.124.212:5000//rtp/239.77.0.181:5146
CCTV-9高清,http://116.28.124.212:5000//rtp/239.77.1.160:5146
CCTV-9高清 ,http://116.28.124.212:5000//rtp/239.77.1.168:5146
CCTV-9高清,http://116.28.124.212:5000//rtp/239.77.0.135:5146
CCTV-10高清,http://116.28.124.212:5000//rtp/239.77.1.113:5146
CCTV-10高清 ,http://116.28.124.212:5000//rtp/239.77.1.169:5146
CCTV-10高清,http://116.28.124.212:5000//rtp/239.77.0.134:5146
CCTV-11高清,http://116.28.124.212:5000//rtp/239.77.1.108:5146
CCTV-11高清,http://116.28.124.212:5000//rtp/239.77.1.238:5146
CCTV-12高清,http://116.28.124.212:5000//rtp/239.77.1.109:5146
CCTV-12高清 ,http://116.28.124.212:5000//rtp/239.77.1.170:5146
CCTV-12高清,http://116.28.124.212:5000//rtp/239.77.0.136:5146
CCTV-13高清,http://116.28.124.212:5000//rtp/239.77.0.188:5146
CCTV-13高清,http://116.28.124.212:5000//rtp/239.253.43.196:5146
CCTV-14高清,http://116.28.124.212:5000//rtp/239.77.1.161:5146
CCTV-14高清 ,http://116.28.124.212:5000//rtp/239.77.1.171:5146
CCTV-14高清,http://116.28.124.212:5000//rtp/239.77.0.133:5146
CCTV-15高清,http://116.28.124.212:5000//rtp/239.77.1.120:5146
CCTV-15高清,http://116.28.124.212:5000//rtp/239.77.1.239:5146
CCTV-16高清,http://116.28.124.212:5000//rtp/239.77.0.165:5146
CCTV-16高清,http://116.28.124.212:5000//rtp/239.77.1.76:5146
CCTV-17高清,http://116.28.124.212:5000//rtp/239.77.1.121:5146
CCTV-17高清,http://116.28.124.212:5000//rtp/239.77.0.198:5146
湖南卫视高清,http://116.28.124.212:5000//rtp/239.77.1.5:5146
湖南卫视高清,http://116.28.124.212:5000//rtp/239.77.1.129:5146
湖南卫视高清,http://116.28.124.212:5000//rtp/239.77.0.88:5146
湖南卫视超清,http://116.28.124.212:5000//rtp/239.77.0.127:5146
浙江卫视高清,http://116.28.124.212:5000//rtp/239.77.1.33:5146
浙江卫视高清,http://116.28.124.212:5000//rtp/239.77.1.150:5146
浙江卫视高清,http://116.28.124.212:5000//rtp/239.77.0.89:5146
浙江卫视超清,http://116.28.124.212:5000//rtp/239.77.0.125:5146
江苏卫视高清,http://116.28.124.212:5000//rtp/239.77.1.18:5146
江苏卫视高清,http://116.28.124.212:5000//rtp/239.77.1.149:5146
江苏卫视高清,http://116.28.124.212:5000//rtp/239.77.0.90:5146
江苏卫视超清,http://116.28.124.212:5000//rtp/239.77.0.126:5146
东方卫视高清,http://116.28.124.212:5000//rtp/239.77.1.218:5146
东方卫视高清,http://116.28.124.212:5000//rtp/239.77.1.156:5146
东方卫视高清,http://116.28.124.212:5000//rtp/239.77.0.98:5146
安徽卫视高清,http://116.28.124.212:5000//rtp/239.77.1.92:5146
安徽卫视高清,http://116.28.124.212:5000//rtp/239.77.1.157:5146
安徽卫视高清,http://116.28.124.212:5000//rtp/239.77.0.183:5146
北京卫视高清,http://116.28.124.212:5000//rtp/239.77.1.4:5146
北京卫视高清,http://116.28.124.212:5000//rtp/239.77.1.151:5146
北京卫视高清,http://116.28.124.212:5000//rtp/239.77.0.91:5146
天津卫视高清,http://116.28.124.212:5000//rtp/239.77.1.141:5146
天津卫视高清,http://116.28.124.212:5000//rtp/239.77.1.182:5146
天津卫视高清,http://116.28.124.212:5000//rtp/239.77.0.97:5146
天津卫视超清,http://116.28.124.212:5000//rtp/239.77.0.131:5146
山东卫视高清,http://116.28.124.212:5000//rtp/239.77.1.142:5146
山东卫视高清,http://116.28.124.212:5000//rtp/239.77.1.153:5146
山东卫视高清,http://116.28.124.212:5000//rtp/239.77.0.94:5146
山东卫视超清,http://116.28.124.212:5000//rtp/239.77.0.132:5146
江西卫视高清,http://116.28.124.212:5000//rtp/239.77.1.219:5146
江西卫视高清,http://116.28.124.212:5000//rtp/239.77.0.149:5146
湖北卫视高清,http://116.28.124.212:5000//rtp/239.77.1.93:5146
湖北卫视高清,http://116.28.124.212:5000//rtp/239.77.1.174:5146
湖北卫视高清,http://116.28.124.212:5000//rtp/239.77.0.95:5146
湖北卫视超清,http://116.28.124.212:5000//rtp/239.77.0.128:5146
辽宁卫视高清,http://116.28.124.212:5000//rtp/239.77.1.103:5146
辽宁卫视高清,http://116.28.124.212:5000//rtp/239.77.0.123:5146
辽宁卫视超清,http://116.28.124.212:5000//rtp/239.77.0.161:5146
黑龙江卫视高清,http://116.28.124.212:5000//rtp/239.77.1.6:5146
黑龙江卫视高清,http://116.28.124.212:5000//rtp/239.77.1.179:5146
黑龙江卫视高清,http://116.28.124.212:5000//rtp/239.77.0.93:5146
黑龙江卫视超清,http://116.28.124.212:5000//rtp/239.77.0.124:5146
贵州卫视高清,http://116.28.124.212:5000//rtp/239.77.1.221:5146
贵州卫视高清,http://116.28.124.212:5000//rtp/239.77.0.230:5146
四川卫视高清,http://116.28.124.212:5000//rtp/239.77.1.215:5146
四川卫视高清,http://116.28.124.212:5000//rtp/239.77.0.159:5146
四川卫视超清,http://116.28.124.212:5000//rtp/239.77.0.163:5146
河南卫视高清,http://116.28.124.212:5000//rtp/239.77.1.229:5146
河南卫视高清,http://116.28.124.212:5000//rtp/239.77.0.17:5146
云南卫视高清,http://116.28.124.212:5000//rtp/239.253.43.37:5146
云南卫视高清,http://116.28.124.212:5000//rtp/239.253.43.100:5146
重庆卫视高清,http://116.28.124.212:5000//rtp/239.77.1.162:5146
重庆卫视高清,http://116.28.124.212:5000//rtp/239.77.0.182:5146
河北卫视高清,http://116.28.124.212:5000//rtp/239.77.1.214:5146
河北卫视高清,http://116.28.124.212:5000//rtp/239.77.0.148:5146
东南卫视高清,http://116.28.124.212:5000//rtp/239.77.1.104:5146
福建东南卫视高清,http://116.28.124.212:5000//rtp/239.77.0.146:5146
广西卫视高清,http://116.28.124.212:5000//rtp/239.253.43.36:5146
广西卫视高清,http://116.28.124.212:5000//rtp/239.77.0.139:5146
吉林卫视高清,http://116.28.124.212:5000//rtp/239.77.1.111:5146
吉林卫视高清,http://116.28.124.212:5000//rtp/239.77.0.150:5146
青海卫视高清,http://116.28.124.212:5000//rtp/239.253.43.125:5146
海南卫视高清,http://116.28.124.212:5000//rtp/239.253.43.35:5146
海南卫视高清,http://116.28.124.212:5000//rtp/239.253.43.101:5146
甘肃卫视高清,http://116.28.124.212:5000//rtp/239.77.0.189:5146
三沙卫视高清,http://116.28.124.212:5000//rtp/239.253.43.113:5146
兵器科技高清,http://116.28.124.212:5000//rtp/239.253.43.18:5146
兵器科技高清,http://116.28.124.212:5000//rtp/239.253.43.9:5146
电视指南高清,http://116.28.124.212:5000//rtp/239.253.43.19:5146
电视指南高清,http://116.28.124.212:5000//rtp/239.253.43.10:5146
风云足球高清,http://116.28.124.212:5000//rtp/239.253.43.20:5146
风云足球高清,http://116.28.124.212:5000//rtp/239.253.43.14:5146
央视台球高清,http://116.28.124.212:5000//rtp/239.253.43.21:5146
央视台球高清,http://116.28.124.212:5000//rtp/239.253.43.11:5146
高尔夫网球高清,http://116.28.124.212:5000//rtp/239.253.43.22:5146
高尔夫网球高清,http://116.28.124.212:5000//rtp/239.253.43.12:5146
女性时尚高清,http://116.28.124.212:5000//rtp/239.253.43.23:5146
女性时尚高清,http://116.28.124.212:5000//rtp/239.253.43.8:5146
世界地理高清,http://116.28.124.212:5000//rtp/239.253.43.24:5146
世界地理高清,http://116.28.124.212:5000//rtp/239.253.43.7:5146
怀旧剧场高清,http://116.28.124.212:5000//rtp/239.253.43.25:5146
怀旧剧场高清,http://116.28.124.212:5000//rtp/239.253.43.5:5146
风云剧场高清,http://116.28.124.212:5000//rtp/239.253.43.26:5146
风云剧场高清,http://116.28.124.212:5000//rtp/239.253.43.16:5146
央视文化精品高清,http://116.28.124.212:5000//rtp/239.253.43.27:5146
央视文化精品高清,http://116.28.124.212:5000//rtp/239.253.43.13:5146
第一剧场高清,http://116.28.124.212:5000//rtp/239.253.43.28:5146
第一剧场高清,http://116.28.124.212:5000//rtp/239.253.43.15:5146
风云音乐高清,http://116.28.124.212:5000//rtp/239.253.43.29:5146
风云音乐高清,http://116.28.124.212:5000//rtp/239.253.43.6:5146
卫生健康高清,http://116.28.124.212:5000//rtp/239.77.0.212:5146
CHC影迷电影高清,http://116.28.124.212:5000//rtp/239.77.0.27:5146
金鹰卡通高清,http://116.28.124.212:5000//rtp/239.77.0.164:5146
CETV-1高清,http://116.28.124.212:5000//rtp/239.77.1.222:5146
CETV-1高清,http://116.28.124.212:5000//rtp/239.77.0.200:5146
CETV-4高清,http://116.28.124.212:5000//rtp/239.77.1.200:5146
CETV-4高清,http://116.28.124.212:5000//rtp/239.253.43.40:5146
CETV-4高清,http://116.28.124.212:5000//rtp/239.253.43.114:5146
早期教育高清,http://116.28.124.212:5000//rtp/239.77.0.180:5146
中国交通,http://116.28.124.212:5000//rtp/239.77.1.249:5146
茶,http://116.28.124.212:5000//rtp/239.77.0.15:5146
快乐垂钓,http://116.28.124.212:5000//rtp/239.77.0.145:5146
金鹰纪实高清,http://116.28.124.212:5000//rtp/239.77.1.217:5146
金鹰纪实高清,http://116.28.124.212:5000//rtp/239.77.0.160:5146
金鹰纪实超清,http://116.28.124.212:5000//rtp/239.77.0.162:5146
上海纪实高清,http://116.28.124.212:5000//rtp/239.77.1.216:5146
上海纪实高清,http://116.28.124.212:5000//rtp/239.77.0.147:5146
求索纪录高清,http://116.28.124.212:5000//rtp/239.77.0.21:5146
求索生活,http://116.28.124.212:5000//rtp/239.77.0.153:5146
天元围棋,http://116.28.124.212:5000//rtp/239.253.43.98:5146
睛彩青少高清,http://116.28.124.212:5000//rtp/239.77.1.22:5146
睛彩竞技高清,http://116.28.124.212:5000//rtp/239.77.1.20:5146
睛彩篮球高清,http://116.28.124.212:5000//rtp/239.77.1.21:5146
睛彩广场舞高清,http://116.28.124.212:5000//rtp/239.77.1.23:5146
IPTV1高清,http://116.28.124.212:5000//rtp/239.77.1.7:5146
IPTV1高清,http://116.28.124.212:5000//rtp/239.77.1.203:5146
IPTV2高清,http://116.28.124.212:5000//rtp/239.77.1.8:5146
IPTV2高清,http://116.28.124.212:5000//rtp/239.77.1.201:5146
IPTV3高清,http://116.28.124.212:5000//rtp/239.77.1.9:5146
IPTV4高清,http://116.28.124.212:5000//rtp/239.77.1.10:5146
爱体育高清,http://116.28.124.212:5000//rtp/239.77.0.176:5146
爱体育高清,http://116.28.124.212:5000//rtp/239.77.1.116:5146
百事通高清,http://116.28.124.212:5000//rtp/239.253.43.115:5146
百事通高清,http://116.28.124.212:5000//rtp/239.253.43.116:5146
百事通高清,http://116.28.124.212:5000//rtp/239.253.43.117:5146
百事通高清,http://116.28.124.212:5000//rtp/239.253.43.118:5146
百事通高清,http://116.28.124.212:5000//rtp/239.253.43.119:5146

广东地方,#genre#
广东卫视,http://218.15.20.81:3388/hls/11/index.m3u8
广东珠江,http://218.15.20.81:3388/hls/7/index.m3u8
广东经济科教,http://218.15.20.81:3388/hls/12/index.m3u8
广东影视,http://218.15.20.81:3388/hls/14/index.m3u8
广东新闻,http://218.15.20.81:3388/hls/15/index.m3u8
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,https://ali.hlspull.yximgs.com/live/aiyun_gdty.flv
广东体育,http://222.128.55.152:9080/live/gdty.m3u8
广东珠江,http://222.128.55.152:9080/live/gdzj.m3u8
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
广东影视,http://222.128.55.152:9080/live/gdys.m3u8
广东民生,http://222.128.55.152:9080/live/gdms.m3u8
深圳都市,http://116.77.32.59:8277/szds/playlist.m3u8
深圳电视剧,http://116.77.32.59:8277/szdsj/playlist.m3u8
深圳电视剧,http://116.77.32.59:8277/streams/d/szdsj/playlist.m3u8
深圳卫视,http://116.77.32.59:8277/streams/d/szws/playlist.m3u8
深圳龙岗,http://zhfw-t.szlg.com:8080/live/television1.m3u8
深圳众创,http://zhfw-t.szlg.com:8080/live/television2.m3u8
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
华丽翡翠,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://36.108.172.237:10097/stream/channelid/1129822714
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合,http://php.jdshipin.com:8880/chudian.php?id=hyzh
河源公共,http://php.jdshipin.com:8880/chudian.php?id=hygg
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
阳江1,https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江2,https://live.yjtvw.com:8081/live/yjtv2.m3u8
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南国际,http://php.jdshipin.com:8880/iptv.php?id=hngj
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
ViuTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
抚州公共,http://tv.live.fgtxnews.com/fztv/gonggong.m3u8
抚州综合,http://tv.live.fgtxnews.com/fztv/zonghe.m3u8
广东体育,https://ali.hlspull.yximgs.com/live/aiyun_gdty.flv
广东影视,https://ali.hlspull.yximgs.com/live/aiyun_gdys.flv

四川有线,#genre#
广东卫视,http://zqh2333.top:2222/rtp/239.93.24.181:5140
深圳卫视,http://zqh2333.top:2222/rtp/239.93.24.182:5140
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140
CCTV2,http://zqh2333.top:2222/rtp/239.93.24.59:5140
CCTV3,http://zqh2333.top:2222/rtp/239.93.24.11:2223
CCTV4,http://zqh2333.top:2222/rtp/239.93.25.105:5140
CCTV5,http://zqh2333.top:2222/rtp/239.93.24.12:2224
